Id,rating,title,text,Id.1
88374,5.0,Great quality,"This was an absolutely gorgeous set of nail clippers (is a sentence I never thought I’d write 😂). They work well, and look sleek, and appropriate for a man or really cool woman (I mean, they’re nail clippers so they don’t need to be gendered, but it’s true). I also love that they came with a case (AND a nail file), so hopefully they won’t get lost in approximately 1.5 days.",88374
88416,4.0,Really like them I did with a ton of bloat on ...,Really like them I did with a ton of bloat on the daily and it helped a ton but I just realized it has milk in it(vegan) so I have to do with out now 😫,88416
88421,5.0,Five Stars,👍👍,88421
88497,5.0,Stronger than it looks........,"This little thing is very powerful. While I do have some blackheads (2) that require medical extraction, this machine gave my face a great extraction and polishing. Those pesky whiteheads in my nose and chin slid out with ease💖✨<br /><br />Read the directions for the best results😊",88497
88786,4.0,Lift saver!,"This body wash add is a life saver. A must have for my fellow ""mobility challenged"" friends. If you have joint or other mobility issues you know it can be hard or even a painful task showering. If you can't bend, you can't reach and a thorough cleaning can be difficult. This tool is a game changer and does the deed. The design is excellent but the yellow silicone is a little bit to hard to clean ""the front"" but it works great for the backend. If the silicone was softer it would be the perfect tool for front and back. 👍😉",88786
88992,5.0,Game Changer,"This Product is Amazing, I felt a difference the first time I used this!  It has No flavor so it’s easy on the palate!  I recommend this Product and I will be getting more of this stuff!  The ingredients are simple and natural, Who Knew!! 😀",88992
89169,4.0,Great value!,"I didn't get as high of a shine from them as I'd hoped, but is still a great value.😀",89169
89680,5.0,Affordable excellent product and lasts a long time,Excellent product. And only need to<br />Use every other day. Worth every penny🌟🌟🌟🌟🌟,89680
89693,5.0,Five Stars,Taste amazing!!! 😍😍😍,89693
89772,5.0,"If You Take Multiple Pills Both Days And Nights, Here's A Helper.","Goods...<br />The Lids Do Actually Lock In.<br />The Pill Containers Can Be Removed For Washing Or Only Using That One Day (Ex: You Have A Chance Of Being Gone Longer Than You'd Want On Friday, So You Take Friday's Meds With You And Not The Whole Assortment).<br />The Days Are Of Different Colors, Like Shown.<br />............<br />Bads...<br />I Didn't Find It Sooner. 😄",89772
89873,5.0,So happy with my shoulder warmer,So happy with my shoulder warmer.. it is soft<br />and helped my  boyfriends aching back. He uses it almost everyday 😃. Customer service is the<br />best like no other!!,89873
89887,5.0,Amazing!!,I love these so much! I recently bought a pair of flats from Bloomingdales which they wouldn't take back because I wore them. I wanted to return them because they cut up the back of my feet. After searching for ever I'm so happy I came across these & gave them a shot. The backs of my feet feel so much better & no blisters!!! 😃 And they stay in place which I'm happy about as well!,89887
90048,1.0,Pin all same size-LARGE,"Received these today. My husband got right to repairing my heels that needed replacements. Even though these come in different sizes, the size refers to the BLACK piece. Not the pin that inserts into shoe heel.  These pins  were ALL to large for ALL my heels needing them.  Did not fit one pair!  Very disappointed 😒",90048
90249,5.0,Amazing,I love these 20 pieces of candy cane foil ballons !! They will surely bring the look that your looking for. There was not one defective piece in my delivery. Thanks 🙏🏾,90249
90264,5.0,Great quality👍,Works wonders!No more cortisone shots for me.Its worth every penny.Thank you👍💪🏻,90264
90919,5.0,A must have,Very pleased. Hits the tight muscle spots 💯,90919
91107,5.0,Five Stars,brilliant😝,91107
91335,5.0,Able to read closeup,My reader frames for my prescription lenses are being used for a new prescription.  I needed 3 power frames to be able to read.  These readers are excellent. Just what I needed!! 🙂,91335
91422,1.0,DEFINITELY NOT A GRADE PREMIUM FRAGRANCE,"I have used aromatherapy essential oils for years, and last month I decided to tried this brand… since their product information says Grade Premium Fragrance I decided to give it a try… VERY DISAPPOINTED 😔 I REGRETTED IT. The oil is  very thick, a very very light fragrance you can’t barely distinguish one aroma  from the other except for peppermint 😮 … on top of everything it clogged the oil diffuser… and the seller has the nerve to offer $10.00 reward if you give a good review 😖😢.",91422
91554,4.0,Great Toothbrush!,"We have had this product for 20 days and it had made brushing my son's teeth so much easier. He loves it, but more so we love it! The 360° brush allows us to brush workout having to worry about actually ""getting the tooth"" because the whole thing is bristles. The light is perfect for setting all his new teeth coming in since he doesn't like to keep his mouth open very long and the design is perfect. My husband and I have relatively small hands so this fits perfectly! The only down side I have seen is somehow we lost 2 bristle rings. It doesn't seem like any other are loose, but I definitely give all brush a tug before brushing my son's teeth now. I took 1 star for that! 😁",91554
91564,5.0,Ketone reader,Seems pretty accurate! Motivates me to stay on low carb healthy lifestyle! Love 💕 it!,91564
91688,5.0,I was skeptical... but they actually work!!!,"I recently went on a 10 day road trip and really wanted to read in the car (as a passenger).  But sadly I'm one of those people that can't read or play on my phone while the car is in motion, as I get super car sick when I do.🤢🤮<br /><br />Someone in my bookclub mentioned these glasses! After reading the reviews, I decided to give them a shot. I was skeptical, but OMG THEY WORK!!!!😍 They really, truly work!! My only regret is that I didn't buy more of them so my kids could use them as well. My daughter and I took turns using these ones, and I was able to read for hours without any sickness. BUY THESE GLASSES!!! THEY WORK!!!",91688
91707,5.0,ELDERBERRY AND ECHINACEA ARE EXCELLENT FOR IMMUNITY!!!,This supplement has a great taste. I love ❤️ 😍 to try anything with elderberry and echinacea. They really will boost your immunity!!!,91707
91759,5.0,Clipper,I bought it for my dog to cut her mustache . It did what it was supposed to do. Am happy😀,91759
92018,5.0,Magníficas,Exactamente con en la foto muchas gracias 😁<br />Las volveré a comprar en el futuro,92018
92194,5.0,My friends liked a lot and purchased as well 😍,It was very nice baby shower gifts 🎁♥️,92194
92201,5.0,Nice,These work well if you can’t reach your back in the shower 🚿.,92201
92272,1.0,WASTE OF MONEY!,I got this and i dont like it! Looks so fake on my teeth and doesnt hold at all! Will maks you look like you ate some white cheese and got it stuck between your teeth😒,92272
92417,5.0,Yes!!,"This got me through weeks of a tickly throat, that caused a cough. I was able to sleep, at night & exist, in public, without people thinking I had ""the plague"".🤣<br />Highly recommended.👍🏼",92417
92602,1.0,Not Happy,We couldn’t figure out how to put the toothpaste into it and our dog wouldn’t go near it😩,92602
92724,5.0,Good quality,👍,92724
92729,5.0,Great purchase,Easy to clean and use. Very comfortable on the skin. Foams with liquid soap fantastic and scrubs well. Really like it 👌🏼 Warranty is awesome too!,92729
92861,5.0,🌹💐Beautiful🍃 🌹🌿🌹Country🇺🇸🇺🇸Home Smellin!!!,You wanna smell beauty???...This is for YOU!!!🌹🌹My home smells like a new home w/little bit of wood n a little bit of rose!!!I will be ordering again!!!🧚🏻🧚🏻👍🏻👍🏻😍😍😘😘,92861
92918,1.0,DON'T WASTE YOUR MONEY! LIES ALL LIES,"Lies...I used this crap and saw no difference in my teeth. I don't smoke nor drink coffee every day all day. I also brush my teeth 2x every day, so I thought for sure my teeth would look like veneers by the time I was done! Now let me say my teeth are already pretty white...but I wanted to see a shine in my dull teeth! With this product I got none of that 😡 such a let down & BIG disappointment. This product is NOT cheap either! Smdh 😫 never again",92918
92923,5.0,Easy to adjust and easy clean,Super cute! Exactly what I’ve been searching for! It fits perfectly around my 8yrs old neck and I don’t have to worry about him losing his mask at school or it coming off PERFECT 😍!!,92923
93050,1.0,One Star,Too expensive for just 10 👎,93050
93099,5.0,KUDOS…Keeps me compliant!,"I love EVERYTHING about this case. It keeps me organized, keeps me compliant with my meds and helps me remember when I need to order refills!!!<br />NOT TO MENTION…IT’S SP PRETTY 🏖",93099
93100,1.0,Meh,"I’m not picky but these are super gross borderline rancid.  Are used to formulate nutritional and supplement products so I know firsthand how hard it’s is to NATURALLY flavor anything with pumpkin ‘SPICES’.  The CLOVE spice causes most oils to oxidate & go rancid in a VERY short period of time... which is what these bars taste exactly like they have done.  Many people think pumpkin spice is a seasonal thing but flavor houses and formulators no pumpkin spice isn’t shelf stable and his best marketed as an on-demand food option.<br />👍🏽👍🏽The texture, moisture and digestibility are on point!! I love it enough I will be buying their other flavors.<br />🦃 /🎄 These could be absolutely delicious when fresh but I picked up this box on sale this spring, in hopes of it being a yummy option. I should purchase it this fall when it’s FRESH and compare.",93100
93152,3.0,Eh,"Personally, I find that the vibration is really powerful, it overkill, really. It's not like the fine hum type of vibration that you get from some of the higher grade electric toothbrushes, for example. It's challenging to describe vibration, but the vibration on this toothbrush is more of a buzz than a hum, more of a macro than a micro, more of an obtuse than an acute, more powerful than gentle. What can I say, it is a toothbrush, and it does vibrate, and I will use it until I'm able to upgrade, but this toothbrush is maybe better for individuals with zero dental issues and who don't have sensitive teeth/gums. It is very pretty though, I got the white with rose gold. And I do love how many toothbrush heads they send out with it. That's definitely 👍👍. The quality of the vibration though....",93152
93175,4.0,Seems to work!,As some reviews mention the taste is not awesome 😕  but it's not horrible.  It did take a couple hours to get in my system but did its job. The effects stuck around about two days.,93175
93179,5.0,Excellent product,Excellent product 💜💜,93179
93316,5.0,Best value,Florida water 💧 nothing else to say,93316
93392,2.0,The product itself is fine. I’m just irritated that I paid for 12 ...,"The product itself is fine. I’m just irritated that I paid for 12 and only received 10 from this seller. 😑like, I’m not paying to feed someone a snack. Lame. Product tasted nice.",93392
93423,5.0,It’s a hard YES for me,"Rescue remedy has been helping me manage my stress and anxiety for almost two decades. I thought I wouldn’t be necessarily impressed by these gummies, mainly because I know what I was expecting and would have been completely happy with that. But no, I don’t know what additional ingredients are in the gummies versus the tincture (i think the gummies have gaba and saffron.. to name a couple)… these gummies made me feel warm, and fuzzy…. So relaxed. I had been having a day from absolute hell when I tried them and told my husband “this is the closest thing to a natural Xanax I’ve ever had”. Don’t get me wrong, it’s not a Xanax… lol, but it DEFINITELY, impactfully relaxed me 😂🫶🏼",93423
93454,5.0,Yes get it you need that third arm,Dad has back problems but if the belly big to put the shoe 👞 on no worries use your third arm super strong and reliable also works as a back scratcher just have to be careful cuz of the metal but recommended by muah,93454
93469,3.0,It’s ok not potent,"It’s ok,  however not potent enough.  Maybe I just received a bad batch 🤷🏽‍♀️",93469
93585,1.0,Omg this is not good at all idk even what to say about it,Omg this is not good at all idk even what to say about it...I hope other people get better use out of it then I did I do makeup all the time but this is was just messy and horrible at putting foundation on....Idk what other ways I can use it...😕😕😕😕,93585
93596,5.0,👍,👍,93596
93668,5.0,Handy to have!!!,"I bought these for the container,  which didn't work for my idea, but these are very nice picks, they work great and they hang on your purse or backpack so they're ready ANYTIME!!! 🤗🙏",93668
93672,5.0,Very good quality!,Heats up fast.  I just love the digital display of multiple heat settings.  Very good quality.  It gets hot enough to handle  thick African American hair! Yay 😃,93672
93800,3.0,Work’s wonders,I had to use because I couldn’t get out of bed works great 👍🏻,93800
93893,5.0,It does the job!,"It will get rid of an itch im a minute, and  soothes my sore hands when I add it to soap. I feel it's really worth the money.  However, the size could be at least another ounce. Seller please consider. Thanks!😃❤",93893
94084,5.0,Read the description!!,"doTerra is my all time favorite EO Company. And Breathe is a staple in my home year around.<br />** Read the description of what your buying before you buy**<br />One person said beware a small bottle!! Yeah it is a small bottle because it’s only a 5ml compared to a 15ml bottle!! Duh and the cost will be slightly different!!! People pay attention please!!!<br />And if your worried about authenticity, look at who the sellers are, they’re sales and rating. Also note that doTERRA has changed formulas on some of the more popular oils. So what you may have had before might be different, doesn’t mean it’s not doTERRA. Check with the doTERRA website for the oil and look at the ingredients!!<br /><br />You have to do better people!! When you know better, you do better!!<br /><br />Happy Oiling : ) 😉",94084
94088,5.0,Perfect kit!,Bought for 1st birthday and I have a balloon for 2nd birthday as well😂,94088
94241,5.0,Beautiful 😍,"These are gorgeous I’m an artist and find these lovely. Great for gifts 🎁 I use them to clean my glasses, computer screen always leave one in the car, office, bed stand. Love ‘em",94241
94257,5.0,They work.,Needed (but not really) for a pink/white/gold Birthday party. 👍🏾,94257
94318,5.0,Best other market!!!,"this is the best there is, I don't understand how this product isn't better know. It's been around for awhile and I can affirm it works. The lady that was in the Guinness book of records for 2 years weighing about 1100 lbs attributes her weight loss to this product and God. You have to use it strictly by instructions which calls for not eating for 3 hrs before taking it at bedtime or during daytime no eating 3 hrs then taking 15 minutes before eating your meals. You might see your belt loosen within a month because your muscle mass tightens. And your energy entreated. As God is my witness this happened to me. I have no reason to lie. I'm just wanting to pass on the info this stuff has been amazing 👏.",94318
94321,1.0,Not very pleased,"Horrible, have to get another😢",94321
94786,5.0,Makes your water taste great!!,Love it! It makes our drinking water taste so much better 👍🏻👍🏻,94786
95312,5.0,This smells AMAZING,This smells absolutely amazing and honestly I wish they made this into a perfume or body wash 😂,95312
95462,5.0,Awesome,I love this heating pad when I don’t need the heat it really great because you can use it for so many of areas of the body. Love that it weighted.👍🏽👍🏽👍🏽,95462
95535,4.0,"Not bad. Not too bad, at all","I’ve only tried the strawberry lemonade flavor. It’s not a fantastic taste, but it’s not bad. I add it to 2-4 oz of water then follow with a plain water “chaser”.  I’m not 💯% convinced of the nutritional value. I did not give a 5-star rating because it’s sweetened with DEXTROSE. Yuk. Nasty taste and bad for you. If they’d use stevia, beet root or other more healthy sweetener I’d give it a 5.",95535
95806,5.0,Impressive,These people gave me a few files and a mini cheese grater 😂<br />Not gonna lie it works so well! I'd absolutely buy this again,95806
95822,4.0,Works great for my stiff hands,Good buy and fast shipping. The clippers are a good size and fits well in my hands. They cut well. Good buy 🙂,95822
96111,5.0,Muy buenas,😉,96111
96132,3.0,Better construction of handle and lid,The handle is disconnected from the lid and it doesn’t fit securely in so product on the inside Will dry up because there is no seal 😡😡😡😡,96132
96265,2.0,Kids didn't like it and both puked,I have 5 kids and I have 2 of them this and both of the puked 😢 the other 3 didn't so not sure if this is the reason or what really happened... They both said it didn't taste good 😢,96265
96352,1.0,Not satisfied,Product did not shave head completely bald. I had to finish the job with a razor blade👎,96352
96527,5.0,Cute small hot water bottle,"So first and foremost people need to realize that this hot water bottle is SMALL! It says that in the title. I purposely typed in the search SMALL hot water bottle and this is what came up. So all the people leaving bad reviews for it being too small obviously don’t read what they buy. The one odd thing is that the description doesn’t state that it comes with a cover, but that isn’t a problem because if you don’t like it it comes off, unlike a review that I read. If you just kinda squeeze the bottle while it’s insinde the cover it’ll slide right out. I only used this once so far, but it doesn’t seem to leak and it seems to stay warm for a good amount of time. Plus it’s pink!! I’m a sucker for anything pink 💖 would be great for traveling. I just needed it for a small area in my body and it’s serving it’s purpose.",96527
96529,5.0,HELPS WITH ENERGY FLOW AND PAIN,"Like them for price.  Magnets create energy flow felt. Stand on my feet all day. Approve of. Ordered 2 pairs use 1 work other everyday, affordable to do so. Washable. 👍",96529
96538,5.0,Great,👍,96538
96553,4.0,"Nice, but bad spelling","Was perfect for the theme of my husband’s 50th birthday. The only getting 4 stars is for the spelling,🤦🏼‍♀️",96553
96646,5.0,No more FOG,I sweat a lot. My face gets hot and causes my glasses to fog. I go in and out if a cooler and a freezer.<br /><br />This works!! No more fogging from all that and those pesky 😷 mask,96646
96735,5.0,Start on low settings like recommended,"Husband and wife use it for unwanted hair it takes a while but really does work, after weeks of use but also the red light filter has made a noted reduction in brown age or sun spots lighter ones have almost disappeared darker ones that were raised are reduced , blue light has helped on light acne , it's worth the money 👍",96735
96793,5.0,It WORKS!,This thing actually works really well! I was so surprised that it eliminated all the smoke and 90% of the smell.  The little keychain thing was cute too 😀.,96793
97365,5.0,Perfect boys love them !,[[VIDEOID:99eb6fabd855283c608179f711fdaf20]] These are sooo cool came in perfect condition and well wrapped none of them were affected or had any errors. I would definitely order more I got these for my 9 yo sons party all the small kids and even the older kids and some men fortnite players took as well!! Lol over all great 👍,97365
97379,5.0,"Excelente producto, se me quitaron los cólicos por completo amo este producto","Lo amo!! Desde la primera semana noté cambios en mi cuerpo, no más dolor de cadera  y rodilla y lo mejor de todo es que se me quitaron los cólicos molestos de cada mes 😊 Lo recomiendo ♥️♥️",97379
97388,5.0,Looking forward to trying other flavors too,"Taste great. I read a lot of good reviews on this product & after trying Ultima & Fluid Tactical already... and neither of them were ""just right"" I decided to give Junp a try. I'm happy with it so far. I got the lemonade to be safe but I'm looking forward to trying the other flavors. I must mention I love the scoop it comes with 😁 it's nice & long 👍🏼 (see picture).",97388
97425,2.0,It's okay...,The peach one tastes like medicine 😭,97425
97600,3.0,"It's Okay, But Doesn't Taste The Greatest","Hi, it's Glamorous Gem, hope you all are having a wonderful day<br /><br />Anyway, I'm an avid user of Vitafusion gummies, but it's good to take a look from others from time to time. These had similar attributes so I decided to try.<br /><br />These of course have a more solid color, but it's quite dull. They also have a light smell, almost like sugary cereal.<br /><br />As for the taste, they taste quite bland. It's a bit chalky as well as pasty. It's not the most appealing considering it's more chewy as well. I don't really like the taste, but I do like the benefits it gives. It hasn't made my stomache upset using it or anything.<br /><br />Though, I still comparably like my other gummies compared to these because of how they taste. Otherwise, they still perform decent. Also, wish they were a bit smaller in sizing. 3/5<br /><br />PS: No matter the nature, I only write honest, unbiased, and authentic reviews. Thanks for 📚 😊",97600
98278,5.0,Great quality. Faces looked great!,"Loved these balloons. We used them for our VBS, and they were everything we hoped for. 😃",98278
99061,5.0,Great car or chair massager!,"I love this massager! It is wonderful quality and worth the price!<br /><br />This massager is great for use in the car or on a computer chair etc.<br /><br />I love the heat function! It keeps my back nice and warm and relieves the aches.<br /><br />It has many different settings and modes. Each one feels very relaxing in a different way. I like to switch them every few minutes, it feels great!<br /><br /> I like that it also has a car outlet that way I can plug it into my car. I don’t have to worry about the battery dying because it’s plgged in all the time! It also has an outlet for the home if you want to use it at home!<br /><br />Great for sore muscles, heat or just to recharge your back!<br /><br />👍🏼💙👍🏼💙👍🏼💙👍🏼💙👍🏼💙👍🏼💙👍🏼💙👍🏼💙",99061
99099,5.0,My favorite!!,"Delicious! Actually tastes like a fuzzy navel and is super light and not an after taste like most protein drinks I’ve tried!<br />Mixes well, might need extra blending if there’s ice involved.<br />I had Bariatric surgery a year ago and Have grown to hate the heavy milkshake protein drinks and prefer the fruity- juice like flavors! The lighter the better and this is worth every penny! The roadside lemonade is another great one too!<br />Just wish the price wasnt so high!😞",99099
99200,2.0,Meh,Not my favorite item I’ve ever bought 🤷🏻‍♀️,99200
99348,5.0,💲Health worth it💲💊 👍⭐⭐⭐⭐⭐,"[[VIDEOID:fae18b958d2a002647736ae537113176]] I guess it's better to spend some💰for alternative medicine instead of Rx stains. Premium supplement. Was free for a review, but will buy soon this brand. See my unboxing video above.",99348
99349,5.0,Great 👍,"[[VIDEOID:72f92e84cb056f174cb5b537f6516302]] I get interrupted by a phone call and couldn't finish my unboxing video, but there are some extra pictures with the final outcome of our smoothie. Because this collagen powder it's tasteless and unsweetened ,we used some Nutella to get a creamy delicious 😋 chocolate 🍫 hazelnuts 🌰flavored ice cream 🍧. Also being low on calories we didn't have to to worry about the nutrition. In the final we get a delicious desert what I intend to use in combination with different powdered supplements. , Probably will reorder soon as finish this batch, recommended brand, 👍.",99349
99385,2.0,Not what I expected.,I thought these would taste if not yummy at least good but sadly that wasn’t the case. The moment I opened the jar it smelled kind of odd and when I start chewing the gummies the flavor was even odder! Because of this I don’t think I will continue to eat them because I don’t enjoy them. I also noticed the pictures in the description shows the gummies being deep red in color but the ones I got are very dark purple 🤷🏻‍♂️ This order was just kind of disappointing to me…,99385
99386,5.0,🌹 Excellent face toner! 🌹,"This can definitely be a great gift idea for any occasion for anyone! I like everything about it; the price, the size, the smell, the ingredients, even the glass bottle 😁👌🏼 The aroma is very pleasant and you can smell the roses right away! I like that is very lightweight and when it dries its not sticky at all! I’m very happy with this order and I definitely recommend this organic face toner rose water 🌹 !",99386
99559,5.0,Skin glowing almost like Issa Rae.,"Wow. This will stay in my beauty staples.<br /><br />This oil for skin just is phenomenal. I use it in combination with Camella oil as a carrier oil for my essential oils and it's great. My skin absorbs it and stays, STAYS, moisturized all day. And has a glow to it as well, almost makes me wanna flex on Issa Rae. 😝<br /><br />Ladies, buy this oil especially if you have difficulty in the winter with staying moisturized.",99559
99627,5.0,Five Stars,😆,99627
99889,5.0,A gift,This was a gift 🎁,99889
99990,4.0,Great Aroma/ short life,"Great aroma but my only complaint is they only lasted about 2 weeks. Otherwise, I love the scent💖",99990
100168,2.0,Pretty Good,taste toxic don't recommend. pure chemicals but otherwise works fine but I'm not a dentist ofc. (～￣▽￣)～😒,100168
100372,5.0,Compact,"Love how small the box is. The design is beautiful, which made me choose it in the first place. I can only put one kind of pill in it, which is ok with me, because I take too many pills anyway. Lol 😂 It fits in my purse, pocket, hand very easy due to the compact design.",100372
100474,5.0,Enjoying the glade,Very useful in a lot of ways takes a licking and keeps on ticking 😜,100474
100507,5.0,Excellent,Absolutely love this product. And best price. Excellent for clarity and energy that lasts all day. It helps stabilize mood as well. Of all the e3 live products it's the least expensive for the most amount 👌,100507
100606,5.0,Strong is the new skinny!,Great for pre workout 👍👍,100606
100725,5.0,Fit perfectly,Works great 👍,100725
100773,5.0,Helps me poop 💩💩💩💩💩💩💩💩!!,Really great 💩💩💩💩💩💩💩💩💩💩 poops,100773
100841,1.0,"Waste of money, doesn’t work.",I was hopeful that I could finally buy brushes for my Clarisonic Mia 2 that were less than 40$ but I just tried one out and it doesn’t spin or vibrate like a brush head is supposed to. I’m really disappointed and won’t be ordering again😓,100841
100909,5.0,"""Gods Blessing!!!""","My husband and I both suffer with Chronic Osteoarthritis in both knees wife with both hands and neck, also Fibromyalgia. Our faith through our Lord Jesus Christ and your pain patches,are a Blessing. Thank You for your products. Tears flo down my face from pain, now its Joy😇🥰🙏🏼🤲🤝",100909
101115,3.0,Not as expected,Did not care for these brownies. Tasted artificial and were very dense. Strong unpleasant aftertaste. Microwaving helped with the consistency. Maybe two scoops of ice cream would have helped 😊. Found that they DID raise my blood sugar.,101115
101117,1.0,One Star,Very disappointing poor quality. Shipping cost was 4 x the price of the items 😞,101117
101154,5.0,It works,I love this product! Very specific to my area allergies. I use it every morning and it changes my life for the better 💗,101154
101427,5.0,Smooth on the hair,"I love it.  I must say, I loved my old one as had extra long chord.  This one I’m limited.  But heats up fast, easy use, and doesn’t seem to like pull the hair.  Pretty too. 😊",101427
101470,4.0,"Quality is good, workmanship poor!",I was disappointed when I received my wings. The painting workmanship is not good at all. The quality of the material is good. I am going to go ahead and keep it and paint it myself because I like the design. Took all their paint off and like it so much better. I’m not going to put any paint on it. (Posted before & after) added a star after I took the paint off 😁,101470
101826,1.0,$100.00  NO WAY !,$100.00 ...😂😂😂,101826
102062,5.0,It's like the Wu-Tang. It nothing to..umm..mess with!,Didn't expect much from this but wow this stuff is strong! The flavor is absolutely delicious 😋! Careful with this one though. At 300mg of caffeine that double comparied to other energy drinks on the market. However at this price point it's a really good deal!,102062
102227,5.0,Perfect for Pregnancy comfort,Love this thing. I have been told on one flight that they are not allowed 😩 (Asiana) but no problems with other airlines yet!,102227
102329,1.0,Good in theory...,Got this as a potential replacement for my Philips trimmer... wanted something more narrow.  But this one didn’t work as well and hurt my sensitive skin far more than my Philips 😟,102329
102345,5.0,Fast shipping,Super cute 🐘💙,102345
102506,1.0,A waste!,"Okay, so here's my comments on how this product worked for me. I took this for just under a Year!! My whole body is now having spasms and cramps, BIG TIME!!! I started to feel bad actually when i first brought it back in December of 2019, but I didn't realize that this product wasn't doing a dang thing for me!! I was taking two to 3 1/2 teaspoons a day and still nothing no help. My only conclusion is that the amount of magnesium is just too low to do any real good. My guess is the magnesium is just way too low and its meant for the consumer to buy and buy and of course you gotta use MORE AND MORE more money in their pockets!! I totally believed in this product but no more!!! I used this for too long and absolutely NO good came of it. I say STAY AWAY FROM THIS!!! IT'S USELESS!!! II have so many More negative symptoms after having used this product!!I've already ordered magnesium capsules they're coming tomorrow! Sorry Remag but I really want to give you 0 stars!! This product's taste wasn't so bad if you put it into a shake I never noticed it. I used it regularly for almost a year. In my opinion my faithfulness to the product is what made me not see clearly that it wasn’t working!! Maybe I should have used other magnesiums with it, but if i had done that than I would not of known that this product wasn't working ... I guess I know now!😡",102506
102515,3.0,Serious Design Flaws,Nosepiece is too stiff and will cause soreness on the bridge if your nose if worn a long time. The thing that tightens the ear strap comes off and thus you cannot tighten the mask 😷 making an overpriced mask worthless.  I’ve had to throw out three masks since I got this order last Christmas.,102515
102662,4.0,Does what they are meant to do,"Blocks the light wonderfully and does cover the windows of my front door. All in all does the job, for what they were needed for 😄",102662
102856,5.0,Quiet and easy to use,This is a great tool. I have 3 dogs and it was so easy to use;  light weight and quiet.  Done in a jiffy 👍,102856
102887,5.0,Great reading glasses 👍👍,My husband loves these glasses 👍👍,102887
103235,5.0,~Worth it ~😌,"I will keep it short, if you're thinking about ~getting it .... just do it, worth every penny.<br /><br />Also side note, it's a great meditation pillow, if you're looking for one. 🧘‍♂️😌😌😌",103235
103269,1.0,Not comfortable. Material is poor quality.,The lassos are not good at all very disappointed.<br />PAINFUL😓👎👎,103269
103364,1.0,Not as strong or efficient cleaning rust and minerals as used to be??,"I used to use The Works toilet cleaner to remove rust etc from our shower walls and floors. Squirt it on and watch the rust/ minerals run down the walls, gone. Stores have stopped carrying and this stuff I ordered doesn’t do what it always has for us. I’m unsure why. I even scrubbed after applying and nothing! Very disappointed! They must’ve changed formulas😞",103364
103561,5.0,Good Stuff,Love this stuff.  Been wearing hearing aids for many years. Soothes tender outer ear canal. Helps with itching and dry flaking skin too. I use it at bedtime when I take my hearing aids out. Wouldn’t be without it. Thanks  Pink Pup😊,103561
103650,5.0,👍,Great 😊,103650
103817,5.0,Great product will re-order again,"Great product will re-order again, I did have a problem twice with the delivery of the product they had dropped it and the box corner gave out and all the detergent was in the bag return the first one it happened again on the second delivery just decided to keep the second box and use duct tape will probably not order again from Amazon !!!🤔👎",103817
103897,2.0,Doesn’t hold water,"Doesn’t hold much water; good for 1 quick use and done. It’s cute, convenient and stylish so I wanted to love it but it’s going back. Waste of money 💰",103897
104285,5.0,Beautiful!,Beautiful boxes! Considered not even wrapping our holiday gifts but unfortunately I love to wrap. 🙂,104285
104359,5.0,L💙VE EXPRESSION MED TAPES!!!!,My son L💙VES this tape!!!! The only way we’ve been able to keep his sensor on the entire session!!!!,104359
104621,5.0,Five Stars,👍🏻👍🏻👍🏻👍🏻👍🏻👍🏻👍🏻👍🏻👍🏻👍🏻👍🏻👍🏻👍🏻👍🏻👍🏻👍🏻,104621
104720,1.0,Just don’t buy it. Unless you want boogers all over your hands.,"Who the heck designed this?! -.- the boogers comes out through a hole and it gets all over your hands -.- The way it looks is really cool and clean, but literally you will have all of the boogers all over your hands. Disgusting 😖😭😑",104720
104734,1.0,Not effective. Product is useless,Not worth the money . Don’t invest in this .<br />Result is nothing 🙄,104734
104856,3.0,BUY EXTRA OR YOU WILL BE SORRY!,"These are beautiful WHEN they work, 5 stars for that . I needed 10 and only bought one pack.... 2 were faulty and broke 😭, that’s the reason for the lower stars.  such a bummer because I didn’t have time to buy more. You’re chances of getting a couple faulty ones is very high so take that into account when ordering.",104856
104992,5.0,Bought for my nerd bestie,"Bought this as a little funny gift for my bestie who has glasses, she finds it very helpful. What a nerd! 😁",104992
105192,5.0,Come on people it’s not cool aid!! 😊,I loved the taste it has a sweet/salty taste! I do Keto and it helps keep me from feeling like I have no energy especially after eating after fasting for 24 hours. I really need the salt because I am a person who doesn’t need a lot of salt on my food. Even if It didn’t taste good to me it is good for me......those people who say it taste bad I say come on  people this is not cool aid it’s to help you feel better and live a better life!! 💪💪💪💪😊,105192
105263,5.0,Product Quality,Love it 😍,105263
105308,5.0,I like the set,"Fiery Wall of Protection smells like weed. I've emailed and messaged on Art of the Root on Instagram to ask if their products are cannabis, THC  and CBD free and they still haven't responded.  I love all of their products, but I can't risk losing my job if they have use anything related to Marijuana in their products.<br /><br />Uncrossing is minty and fresh.  I use it when I've had a bad day and need a bit of uplifting.<br /><br />My dad used to put dragon's blood in my hair spray when I was a kid so this scent reminds me of being a kid 😊",105308
105336,4.0,Four Stars,The size is wonderful for the price.Will start using it .🙂Hopefully it doe what I read about it.,105336
105381,5.0,Love it,"It didn't fit my knee scooter,,but its fine,,I fixed the problem and it looks great on my knee scooter,,I love the basket ,sturdy, hard wire? Very well made..iam a happy customer 😊",105381
105489,5.0,Fantastic,I'm so glad I can purchase this in bulk! I use this powder because it is safe and TALC free. 🙂,105489
